b'buen profesor esmer ensen tem correspond cas calcul diferencial paricial dificil si dedicacion',,,,,,,
b'buen profesor divert vec aprend problem vec pued lleg ser pedant torn clas aburr hac quier sal corr embarg buen person busc raj estudi sin aprend divert clar not parcial quic facil pedant sexist homofob',,,,,,,
b'mejor profesor tod carrer eminent',,,,,,,
b'mejor docent organiz practic inclus pedagog preocup parendizaj cad siempr tiemp atend si algui quis ver materi aprend leer facil materi dej alta',,,,,,,
b'clas regul profesor sab tem clas aburr escueler hac grup estudi centr autor result clas pobr',,,,,,,
b'excelent profesor estructur clas bien explic bien tem',,,,,,,
"b'deberi cambi nombr curs vid obra jheison avil reflexion perr "". ser prof dav dio gran part curs aprend derech titucional'",,,,,,,
b'gran profesor dud algun clas tod fin bien defin estan bien estructur dificil vec escueler pon brav trabaj fin materi ). embarg frecuent enoj buen gui estudi busc ir mas alla estudi inclusiv aul ningun deb estudi',,,,,,,
b'metodologi clas dinam diferent hac clas entreten tant participacion inclus debat dentr clas tem trat trabaj complic pued obten buen calificacion si particip entreg trabaj tiemp trabaj complej lectur interes realiz parcial not trabaj escrit',,,,,,,
b'excelent profesor sab demasi tem explic bien concept apoy bastant medi audiovisual diaposit vide llev ello clas entreten impuntual clas inclus empez medi hor despu',,,,,,,
b'dios',,,,,,,
b'peor clas derech titucional colombian jheison person suprem exigent estudi puntual estudi lleg tard sac salon hor pact estudi ). prim dia clas incit estudi coloc propi form calificacion semestr sugier propon porcentaj alto quic taller despu hac dic cierr puert coloc leer hac quiz tod clas lueg pon habl vid personal nunc avanz tem ve derech fundamental accion tutel clas compart dav rodriguez si sab tem contradic ensen jheison part histori sistem electoral part polit da dav jheison rescat clas pon leer tod ley decret raj estudi detall parcial mas sencill utiliz plataform moodl dic encuentr sub alli inclu taller asi present problem preocup entend estudi cre person mas sab titucional hab estudi europ robert alexy',,,,,,,
b'orden apasion clas dinam extrovert interes estudi aprend estrict',,,,,,,
b'buen profesor ensen maner integral refer investigacion si trabaj pued dej alta abord tem cordial preocup aprendizaj estudi podri ser mas lax',,,,,,,
b'gran profesor indud ment brillant derech titucional pais person decent conoc tem cr\xc3\xactic',,,,,,,
b'gust clas aburr dedic habl habl pon leer libr complic parec inutil pues dic mism clas tir raj not sient aprendi',,,,,,,
b'profesor entiend divag demasi tem tal punt abarc mit temat plant program pas materi aprend pues vio mit tem adem impuntual prep clas sol entreg fotocopi lea clas impuntual prep clas',,,,,,,
b'junt companer modul catedr mas aburr carrer',,,,,,,
b'profesor andres abel buen gran academ conocedor tem teori filosofi derech tem materi si bien complic profesor otorg excelent bibliografi explic form sencill hac tem facil entend calif quiz parcial bastant sencill facil dej not alta',,,,,,,
b'buen profesor not sab buen gent sab dar rabi arbitrari',,,,,,,
b'buen profesor clas pued torn aburr dud aprend amor aunqu parezc dud veri clas',,,,,,,
b'dios sociologi sab demasi tem clas entreten pes ..... embarg cuchill complet parcial dos pregunt abiert cad pregunt val calif da gan argument utiliz criteri adem trabaj dej calif sol ayud trat salv not eminent ensen arbitrari mund pierd',,,,,,,
b'motiv ir clas personal bastant fastidi disculp ocho vec dec cualqui comentari clas avanz ritm product dic prim semestr asunt acos estudi dej alta (?) explot potencial clas profesor hac clas tedios',,,,,,,
b'profesor mal caract groser estudi ningun irrespetu',,,,,,,
b'amabl interes clas motiv manej excelent palabr abon relacion tem expuest notici acontec actual ningun quej',,,,,,,
b'clas buen abord tem min derech penal internacional docent manej tem mejor pedagogi',,,,,,,
b'tem clas demasi buen disfrut derech priv clas entreten profesor buen gent calif altas form evalu sencill dedicacion decent pued obten buen not',,,,,,,
b'buen profesor clas dinam calid person estudi estrict vec tom much not quic pued ser ventaj desventaj depend person explic bien tem',,,,,,,
b'pesim docent groser ensen dur not ningun groser altaner da clas',,,,,,,
b'profesor sab interes conten histori univers colombi clas enfasis uso word util dedic demasi tiemp compar companer vieron introduccion edgar ardil elliot aprend derech termin tiemp siend dificult adicional carrer ojo lectur obligatori principi sorprend clas divert much histori univers permit entend mejor medi particular benef estudi acab inici trabaj escueler estudi sal prepar rest carrer qued lagun relat import',,,,,,,
b'conoc profund tem foment trabaj grup form distint ensen buen puntual interes aprendizaj',,,,,,,
b'quiz mejor profesor facult buen person clar rigur social',,,,,,,
b'profesor inteligent conoc autor dict clas derrumb form tedios aburr didact ensen',,,,,,,
b'termin academ clas buen sol mas pendient presion extracurricular profesor gener aprend ver sin tambi explic dan superficial mit tiemp dedic habl cos ver actitud afirm gener much person temor pregunt ). metodolog mat cualqui afect pued ten titucional si bien derech titucional colombian tan dificil pierd mas tercer part curs condicion estudi gener desinter apati temor manifiest examen cual mund dud contest joy coron asist espectacul trasnoch expulsion estudiantil despu aplic norm antigu desproporcion probabl cre ensen experient vid alumn realid sol hac insoport megaloman tip va clas mit semestr profesor auxili monitor cubr si error accident usted lleg minut tard salon pon perd asi usted sep permit entrar examen ). parec agrad gent carrer diferent derech cost aprend sab ider titucional conoc deb ser reserv ). demuestr titucional discurs intimid',,,,,,,
b'human abre ojos nuev estudi problem exist ambit jurid amabl foment participacion dio buen bas filosofi derech asistent participacion import',,,,,,,
b'buen profesor utiliz ejempl practic explic maner adecu profesor escuch inquietud estudi llamari profesor profesional pedagog orden puntual respons exigent hiz comentari fuert acerc bloque ten cuent pod ejerc opinion estudi',,,,,,,
b'clas buen estructur cad seman abord tem distint respald bibliografi adecu asi mism profesor mantien ritm clas respect exam final oral aunqu aleg irregular metodologi pud hab sid pes extens dieron oportun estudi profesor adapt exigent determin moment alumn hic taller buen herramient repas aprendizaj',,,,,,,
b'excelent profesor organiz concis motiv ir clas pes parcial aprend parcial dificil',,,,,,,
b'sab tem respetu puntual much experient siempr abiert comentari didact',,,,,,,
b'excelent academ sab tem titucional adem introduc perspect critic femin multicultural necesari formacion profesional obstant pes ser buen academ sab tem mal pedagog ve displicent clas ver femin ram judicial diaposit pervers sig program pierd lectur deb hac',,,,,,,
b'realment clas tru estudi previ lectur autor asign cad inici semestr ). dad complej pensum materi deberi abord derech procesal general adem sol ver institu jurid procesal teoric embarg nombr materi profesor ... materi facil',,,,,,,
b'gust clas logic metodologi clas hech mism aprend taller entonc lleg aclar dud person inteligent criteri evaluacion desconoc entreg not sol final semestr ve much gan ensen',,,,,,,
b'buen profesor esfuerz dia dia romp barrer estudi maestr dec tiend trat estudi igual gener bien clim aprendizaj clas conoc tem disfrut ensen hac buen maner buen person conocedor tem inteligent demasi buen person avec',,,,,,,
b'gran profesor gran conocedor derech priv clas bastant product cuant manej metodologi practic trav resolucion cas abord tem derech civil aprend si estudi dedic lectur trabaj clas da plus hac demand cos util procesal derech famili abord conten general derech civil inclu materi societari',,,,,,,
b'clas result fructifer deb tan mayori sol excepcion exposicion mism libr lectur obligatori embarg libr part facil entend bien dot informacion pertinent materi respect not parc ...',,,,,,,
b'conoc profund tem va acord conten programat establec clas amen parcial memorist foment partipacion clas',,,,,,,
b'profesor favorit voy carrer human pedagog exigent calif aprend muchisim apreci esfuerz bastant recomend hermeneut logic argumentacion',,,,,,,
b'profesor ampli conoc tem explic bas lectur larg curs hil conductor tem embarg vec pued torn tedi clas participacion trabaj complic si pon atencion clas clas pued torn aburr',,,,,,,
b'organiz esquemat amabl buen respond dud estudi monitor',,,,,,,
b'excelent profesor materi organiz aunqu pes si trabaj dur dej alta',,,,,,,
b'si aprend jug baj dinam segun regl clas va aprend esfuerz obtien buen not pierd tiemp clas habl vid general',,,,,,,
b'profesor abre debat dic problem pon teoriz problem estudi leen pon teoriz escap capac profesor not inter tem esfuerz hac clas bien estructur',,,,,,,
b'gran docent gast conoc derech internacional penal derech human clas suptem provech da interes dat dur not bast cconoc tem clar habl clas buen da dat clas pued result confus relev materi',,,,,,,
b'hac clas bastant amen aprend bastant clas clas complic aprend bastant calv vec demasi escueler',,,,,,,
b'profesor extrem preocup estudi entiend bien pon brav nadi hac lectur natural dat darl univers perdi ten aul',,,,,,,
b'abre espaci debat san critic molest asistent si lee pid dej alta not insert fuerz tem hac part materi divag sig orden clar cad tem sesion parec confund teori derech titucional',,,,,,,
b'parec clas pued ser buen si buen disposicion hac lectur sab tem sab maner transmit estudi groser vec tambi montador mejor seri evit aprend nombr razon equivoc part parcial realiz mejor jos elver sab tem preocup estudi aprend groser',,,,,,,
b'mut buen profesor critic clas interes much informacion buen lectur pued ser ocasion poquit aburr',,,,,,,
b'profesor tetric ensen sol lee diaposit parcial tremend mediocr final vide parec sac primari gust pued ten derech procesal aniquil clas facilisim hac chist emojis whatsapp aprend',,,,,,,
b'mejor docent aun docent plant',,,,,,,
b'tip juicios sab habl buen dirig investig pued falt tact hac correccion cre necesari gent vag idiot',,,,,,,
b'buen docent mantien actualiz frent tem abord flexibl not examen punt dej estudi disen pregunt sistem participacion clas vuelv vec fastidi particip form obligatori present resum cad lectur dej pod ser evalu',,,,,,,
b'mal profesor investigacion da tem bastant groser invent not ningun groser aplic manej tem',,,,,,,
b'dej des person concept si sab materi aprend cost soport personal desagrad motiv asist clas',,,,,,,
b'clas excelent tem buen profesor ampli conoc tem interpretacion filosofi analit bibliografi clas buen sencill tem import carrer estudi suel quej leen pregunt clas disgust profesor embarg pregunt aprend muchisim parcial facil not buen',,,,,,,
b'maestr pinill eminent facult grand laboral ampli conocedor derech foment perspect unic estudi introduc realid derech',,,,,,,
b'volveri tom clas siempr opcion gran person docent aburr verd segur si aprendi lectur pud leer marc desaroll curs men lind',,,,,,,
