comentario,nota
"La clase tiene una buena estructura, cada semana se abordan temas distintos respaldados por una bibliografía adecuada; así mismo la profesora mantiene el ritmo de la clase. Con respecto al examen final oral, aunque se alegan irregularidades, la metodología de este no pudo haber sido otra, a pesar de que fuera extenso, se dieron oportunidades a los estudiantes; la profesora se adaptó a las exigencias que en determinado momento los alumnos hicieron.Pros: Los talleres son una buena herramienta de repaso y aprendizaje",5.0
"Una excelente profesora, organizada y concisa, motiva ir a clase. Un poco pesados los parciales.Pros: Se aprende.Cons: Parciales difíciles.",4.4
"Pros: Sabe mucho del tema, es muy respetuoso, puntual, tiene mucha experiencia y siempre está abierto a comentariosCons: No es muy didáctico",4.1
"Excelente académica sabe mucho de los temas constitucionales, ademas introduce una perspectiva critica del feminismo y el multiculturalismo necesaria para formación profesional, no obstante, a pesar de ser muy buena académica y saber del tema es muy mala pedagoga, se le ve displicente en las clases que no tiene que ver con feminismo o rama judicial, sus diapositivas son perversas y  no sigue el programa por lo cual uno se pierde en las lecturas que debe hacer.",4.0
"Realmente la clase la construyen todos los estudiantes previa lectura de un autor (asignado a cada uno a inicios del semestre). Dado la complejidad del pensum, esta materia debería abordar un Derecho Procesal General además de solo ver las instituciones juridico-procesales desde lo teórico, sin embargo, ese es el nombre de la materia y el profesor ...
Leer más...Pros: La materia es fácil.",4.4
"Me gustó la clase de Lógica con él, la metodología de la clase estaba hecha para que uno mismo aprendiera con los talleres y que entonces uno llegara a aclarar dudasPros: Una persona muy inteligenteCons: Los criterios de evaluación son desconocidos, entrega notas sólo al final del semestre
No se le ve con muchas ganas de enseñar",4.0
"Es una buena profesora que se esfuerza día a día por romper las barreras entre el estudiante y el maestro. Es decir, tiende a tratar a los estudiantes como sus iguales lo cual genera un bien clima de aprendizaje en la clase. Conoce mucho del tema y disfruta enseñar y hacerlo de buena manera.Pros: *Buena Persona.
*Conocedora del Tema.
*Inteligente.
Cons: *Es demasiado buena persona aveces.",5.0
"Es una gran profesora, gran conocedora del derecho privado. Sus clases son bastantes productivas en cuanto maneja una metodología práctica a través de la resolución de casos para abordar los temas del derecho civil. Se aprende mucho  si los estudiantes son dedicados con las lecturas y el trabajo en la clase. Da plus de como hacer una demanda y algunas cosas útiles de procesal, derecho de familia, aborda los contenidos generales del derecho civil incluyendo materias societarias.",5.0
"Sus clases no resultan muy fructíferas debido a que constan en su mayoría (solo a excepción de las exposiciones) de lo mismo que esta en sus libros que son de lectura obligatoria. Sin embargo sus libros por otra parte son muy fáciles de entender y esta muy bien dotados de información pertinente a la materia. En lo que respecta a las notas, sus parc...
Leer más...",4.0
"Pros: 1. Conoce a profundidad los temas.
2. Va acorde al contenido programático establecido.
3. Sus clases son amenas.
4. Los parciales no son memorísticos.
5. Fomenta la partipación en clase.",4.5
"Es mi profesora favorita en lo que voy de la carrera. Es humana, y pedagógica. Es exigente en las calificaciones pero se aprende muchísimo y ella aprecia tu esfuerzo. Bastante recomendada para Hermenéutica J. y Lógica y Argumentación J.",4.9
"Es un profesor con amplio conocimiento sobre el tema y explica con base en las lecturas. A lo largo del curso hay un hilo conductor entre lo temas. Sin embargo, a veces se pueden tornar tediosas las clases cuando no hay participación.Pros: Los trabajos no son complicados si se pone atención en clase Cons: La clase se puede tornar aburrida",3.0
"Pros: Organizado
Esquemático
Amable
Es bueno respondiendo dudas de los estudiantesCons: Su monitora",5.0
"Excelente profesor y su materia es muy organizada, aunque es pesada pero si se trabaja duro se deja alta.",4.9
"Pros: si aprende a jugar bajo su dinámica, según las reglas de la clase, va a aprender y con esfuerzo se obtiene una buena notaCons: pierde mucho tiempo en clase hablando de la vida en general",4.0
"Es un profesor que abre el debate. Dicen que el problema es que pone a teorizar, pero el problema es que los estudiantes que no leen se ponen a teorizar, eso escapa de las capacidades del profesor. Se nota su interés por el tema y se esfuerza en hacer una clase bien estructurada.",5.0
"Es un gran docente, tiene gastos conocimientos en derecho internacional, penal y derechos humanos. Sus clases son suptemamente provechosas, da muchos y muy interesantes datos en ellasPros: No es duro con la nota
Tiene bastos cconocimientos en su tema
Es claro al hablar y la clase es buenaCons: Da muchos datos en las clases, lo cual puede resultar confuso en la relevancia de ellos para la materia",5.0
"Hace la clase bastante amena y se aprende bastante en su clase. Pros: No es una clase complicada, se aprende bastante.Cons: Es calvo. 
A veces es demasiado escuelero.",4.2
"Es una profesora extremadamente preocupada por que sus estudiantes entiendan bien, se pone brava cuando nadie hace las lecturas, lo que es natural, pero son datos y hay que darlos. La Universidad perdió mucho al no tenerla en sus aulas.",5.0
"Pros: Abre espacios para el debate y la sana critica, no molesta por la asistencia y si se lee lo que pide se deja alta la nota. Cons: Inserta a la fuerza temas que no hacen parte de la materia, divaga mucho y no sigue un orden claro entre cada tema y sesión, parece que confunde teoría con derecho constitucional.",3.0
"Me parece que la clase con él puede ser buena si se tiene buena disposición y de hacen las lecturas. Sabe del tema y sabe, a su manera, cómo transmitirlo a los estudiantes. Era grosero a veces y también montador, lo mejor sería evitar que se aprenda tu nombre por las razones equivocadas. Su parte en los parciales que realizaban estaba mucho mejor que la de José Elver.Pros: Sabe del tema.
Le preocupa que los estudiantes aprendan.Cons: Grosero.",3.5
"Mute buen profesor. Crítico. Las clases son interesantesPros: Mucha información, buenas lecturasCons: Puede ser en ocasiones un poquito aburrido",4.9
"El profesor es tetrico. No enseña nada, solo lee diapositivas, sus parciales son tremendamente mediocres y el final es un video que parece sacado de primaria. Todo el gusto que se puede tener por el derecho procesal es ANIQUILADO en esta clase.Pros: Es facilísimaCons: Hace chistes sobre emojis de WhatsApp
No se aprende NADA",1.5
Pros: De las mejores docentes que he tenidoCons: que aun no sea docente de planta,5.0
"Es un tipo juicioso, sabe de lo que habla y es bueno dirigiendo investigaciones. Puede que le falte tacto para hacer correcciones pero creo que es necesario cuando la gente es muy vaga (o muy idiota)",5.0
"Buen DocentePros: Se mantiene actualizado frente a los temas que aborda, es flexible con las notas y los exámenes al punto que deja que los estudiantes diseñen las preguntas. Cons: Tiene un sistema de participación en clase que se vuelve a veces fastidioso porque todos tienen que participar de forma obligatoria y presentar un resumen de cada lectura que deja para poder ser evaluado.",4.2
"Mal profesor de investigación. No da los temas, es bastante grosero y se inventa las notas. Pros: NingunoCons: Grosero, poco aplicado y no maneja los temas.",1.5
"Deja mucho que desear como persona, a mí concepto sí sabe de la materia y se aprende, pero a costa de soportar una personalidad muy desagradable. No motiva asistir a clase.",3.0
"Es una clase excelente, los temas son muy buenos y el profesor tiene un amplio conocimiento en el tema de interpretación y la filosofía analítica. La bibliografía de su clase es muy buena y sencilla, los temas son muy importantes para la carrera. Los estudiantes suelen quejarse porque no leen y no preguntan en clase, lo que disgusta al profesor. Sin embargo, preguntándole se aprende muchísimo. Los parciales son fáciles y la notas son buenas.",5.0
"es el MAESTRO Pinilla. Eminencia de la facultad, grande laboralista y amplio conocedor del derecho, fomenta una perspectiva única en sus estudiantes y los introduce a la realidad del derecho.",5.0
Volvería a tomar una clase siempre que no haya opción. Es una gran persona pero como docente es muy aburrido y en verdad no estoy segura si aprendí de él o de las lecturas que pude leer en el marco del desarollo del curso. Por lo menos es lindo.,3.2
"Por ser una materia importante es mejor verla con otro profesorPros: Es un profesor muy cordial y sabe del temaCons: Habla en un volumen muy bajo por lo que es difícil entenderle, le falta ser más didáctico y el avance en los temas es muy oento",3.0
"excelente su clase, se nota que es especialista en ese tema. en cuestiones de notas es sencillo tener buena nota final con ella (son trabajos livianos y enriquecedores)",5.0
"De las mejores profesoras que he tenido en la carrera, se nota su compromiso con la docencia.",5.0
"Pros: NingunoCons: No sé aprende constitucional, se aprende sobre la vida de el. Exige mucho disciplina para los estudiantes y las llegadas tarde, pero él es arbitrario con las notas y los parciales.
Convierte sus clases en clases de moral
Sí esta leyendo esto:
1. La ley quinta con usted fue el infierno
2. Sí quiere charlar con alguien vaya a una cafetería, y no haga perder el tiempo a los estudiantes",1.5
